Path,L1Path,L1Prescale(1e33),Steam L1path,Steam L1Prescale,WBM hltPrescale(1e33),Steam hltPrescale,,Data Rate (Hz),,,Steam Rate (Hz),,,Steam Rate hltPrescaled(Hz),,,Bias(data-steam)
HLT_DiPFJetAve200,L1_SingleJet128,1,L1_SingleJet128, 1,16,16,2.94,+/-,0.02,45.99,+/-,0.59,2.87,+/-,0.04,2.07%,+/-,1.39%
HLT_PFJet400,L1_SingleJet128 OR L1_SingleJet200,1 | 1,L1_SingleJet128 OR L1_SingleJet200, 1|1,1,1,2.93,+/-,0.02,3.10,+/-,0.15,3.10,+/-,0.15,5.78%,+/-,4.69%
HLT_Photon50_R9Id90_HE10_IsoM,L1_SingleEG25 OR L1_SingleEG40,1 | 1,L1_SingleEg25 OR L1_SingleEG40, -1||1,10,10,2.90,+/-,0.02,30.67,+/-,0.48,3.07,+/-,0.05,5.32%,+/-,1.61%
HLT_Mu27_TkMu8,L1_SingleMu16 OR L1_SingleMu25,1 | 1,L1_SingleMu16 OR L1_SingleMu25, 1|1,1,1,2.89,+/-,0.02,3.05,+/-,0.15,3.05,+/-,0.15,5.21%,+/-,4.76%
HLT_RsqMR240_Rsq0p09_MR200,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_SingleJet128 OR L1_SingleJet176 OR L1_SingleJet200 OR L1_DoubleJetC84 OR L1_DoubleJetC100 OR L1_QuadJetC40 OR L1_QuadJetC60, 1|1|1|1|1|1|1|1|1|1|1|1,1,1,2.88,+/-,0.02,2.84,+/-,0.15,2.84,+/-,0.15,1.54%,+/-,5.05%
HLT_Photon36_R9Id90_HE10_Iso40_EBOnly_VBF,L1_SingleEG30,1,L1_SingleEG30, 1,1,1,2.87,+/-,0.02,3.08,+/-,0.15,3.08,+/-,0.15,6.85%,+/-,4.66%
HLT_Ele105_CaloIdVT_GsfTrkIdT,L1_SingleEG35 OR L1_SingleEG40,1 | 1,L1_SingleEG35 OR L1_SingleEG40 OR L1_SingleJet200, 1|1|1,1,1,2.85,+/-,0.02,3.09,+/-,0.15,3.09,+/-,0.15,7.75%,+/-,4.61%
HLT_Diphoton30EB_18EB_R9Id_OR_IsoCaloId_AND_HE_R9Id_DoublePixelVeto_Mass55,L1_SingleEG25 OR L1_SingleEG40,1 | 1,L1_SingleEG40 OR L1_SingleEG25 OR L1_DoubleEG_22_10 OR L1_DoubleEG_15_10, 1|1|1|1,1,1,2.76,+/-,0.02,2.69,+/-,0.14,2.69,+/-,0.14,2.43%,+/-,5.10%
HLT_DiPFJetAve160_HFJEC,L1_SingleJet128,1,L1_SingleJet128, 1,3,3,2.74,+/-,0.02,7.64,+/-,0.24,2.55,+/-,0.08,7.06%,+/-,2.80%
HLT_Mu55,L1_SingleMu16 OR L1_SingleMu25,1 | 1,L1_SingleMu16 OR L1_SingleMu25, 1|1,1,1,2.73,+/-,0.02,2.81,+/-,0.15,2.81,+/-,0.15,2.94%,+/-,5.08%
HLT_Dimuon0er16_Jpsi_NoOS_NoVertexing,L1_DoubleMu0_Eta1p6_WdEta18 OR L1_DoubleMu0,1 | 30,L1_DoubleMu0_Eta1p6_WdEta18, 1,7,7,2.72,+/-,0.02,19.70,+/-,0.39,2.81,+/-,0.06,3.29%,+/-,2.00%
HLT_Diphoton30PV_18PV_R9Id_AND_IsoCaloId_AND_HE_R9Id_DoublePixelVeto_Mass55,L1_SingleEG25 OR L1_SingleEG40,1 | 1,L1_SingleEG40 OR L1_SingleEG25 OR L1_DoubleEG_22_10 OR L1_DoubleEG_15_10, 1|1|1|1,1,1,2.72,+/-,0.02,2.70,+/-,0.14,2.70,+/-,0.14,0.78%,+/-,5.26%
HLT_Ele23_Ele12_CaloIdL_TrackIdL_IsoVL,L1_DoubleEG_22_10,1,L1_DoubleEG_22_10, 1,1,1,2.72,+/-,0.02,2.98,+/-,0.15,2.98,+/-,0.15,8.99%,+/-,4.63%
HLT_Ele35_CaloIdVT_GsfTrkIdT_PFJet150_PFJet50,L1_SingleEG25,1,L1_SingleEG25, 1,1,1,2.68,+/-,0.02,2.81,+/-,0.15,2.81,+/-,0.15,4.47%,+/-,5.00%
HLT_Mu16_TkMu0_dEta18_Onia,L1_SingleMu16 OR L1_SingleMu14er,1 | 50,L1_SingleMu14er OR L1_SingleMu16, 50|1,1,1,2.66,+/-,0.02,2.80,+/-,0.15,2.80,+/-,0.15,5.15%,+/-,4.97%
HLT_PFHT750_4JetPt50,L1_HTT175 OR L1_HTT150,1 | 1,L1_HTT150 OR L1_HTT175, 1|1,1,1,2.57,+/-,0.02,2.97,+/-,0.15,2.97,+/-,0.15,13.47%,+/-,4.41%
